text,word_count,focus_word,predictability,field,category
"The 1997 DAMA/NaI experiment and its successor DAMA/LIBRA in 2013, claimed to directly detect dark matter particles passing through the Earth, but many researchers remain skeptical, as negative results from similar experiments seem incompatible with the DAMA results.",38,experiments,0.7,physics,very_long
"From his own work and the work of his students Bohr and Henry Moseley, Rutherford knew that the positive charge of any atom could always be equated to that of an integer number of hydrogen nuclei.",36,atom,0.9,physics,long
A satisfactory theoretical description of high-temperature superconductors is still not known and the field of strongly correlated materials continues to be an active research topic.,25,superconductors,1.25,physics,medium
Electronic theory of solids The metallic state has historically been an important building block for studying properties of solids.,19,solids,1.35,physics,short
The very early universe is said to have been 'radiation dominated' and radiation controlled the deceleration of expansion.,18,universe,0.9,physics,short
Big Bang Theory Big Bang nucleosynthesis is the theory of the formation of the elements in the early universe.,19,elements,0.8,physics,short
"These measurements are expected to provide further confirmation of the theory as well as information about cosmic inflation, and the so-called secondary anisotropies, such as the Sunyaev-Zel'dovich effect and Sachs-Wolfe effect, which are caused by interaction between galaxies and clusters with the cosmic microwave background.",45,cosmic,0.6,physics,very_long
Such reactions of nuclear particles can lead to sudden energy releases from cataclysmic variable stars such as novae.,18,stars,1.15,physics,short
"One hypothesis is that dark energy is just the vacuum energy, a component of empty space that is associated with the virtual particles that exist due to the uncertainty principle.",30,energy,1.25,physics,long
In 1808 Dalton published a fuller account in the first part of A New System of Chemical Philosophy.,18,published,0.7,physics,short
"For example, the weak anthropic principle alone does not distinguish between: Only one universe will ever exist and there is some underlying principle that constrains the CC to the value we observe.",32,universe,0.8,physics,long
"More exotic condensed phases include the superconducting phase exhibited by certain materials at low temperature, the ferromagnetic and antiferromagnetic phases of spins on crystal lattices of atoms, and the Bose–Einstein condensate found in ultracold atomic systems.",36,phases,0.9,physics,long
Some cosmologists think that string theory and brane cosmology will provide an alternative to inflation.,15,cosmologists,1.15,physics,short
"One way is to compare the physical size of an object to its angular size, but a physical size must be assumed to do this.",25,size,1.25,physics,medium
"On 15 June 2016, a second detection of gravitational waves from coalescing black holes was announced.",16,gravitational,0.9,physics,short
"In general, the equation takes the form where is the separation between two wavefront sources (in the case of Young's experiments, it was two slits), is the angular separation between the central fringe and the th order fringe, where the central maximum is .",44,separation,0.8,physics,very_long
"Scattering Several condensed matter experiments involve scattering of an experimental probe, such as X-ray, optical photons, neutrons, etc., on constituents of a material.",23,scattering,1.35,physics,medium
It could only predict the spectral lines of hydrogen; it couldn't predict those of multielectron atoms.,16,predict,0.9,physics,short
Atomic theory is the scientific theory that matter is composed of particles called atoms.,14,atoms,0.9,physics,short
"Some people may have chest pain, shortness of breath, or nausea before this occurs.",14,pain,0.8,medicine,short
"An endocrinologist is a physician who specializes in treating disorders of the endocrine system, such as diabetes, hyperthyroidism, and many others (see list of diseases).",25,diabetes,0.9,medicine,medium
Pulmonary atresia with a ventricular septal defect: This type of pulmonary atresia happens when a ventricular septal defect allows blood to flow into and out of the right ventricle.,29,blood,1.25,medicine,medium
The action potentials generated in the pacemaker propagate throughout the heart in a specific pattern.,15,heart,1.35,medicine,short
"Although concerned with a broad variety of diseases of the oral cavity, they have roles distinct from otorhinolaryngologists (""ear, nose, and throat"" specialists), and speech pathologists, the latter of which helps diagnose many neurological or neuromuscular conditions relevant to speech phonology or swallowing.",43,speech,0.7,medicine,very_long
